id,iva_texto,nombre,codigo_barra,descripcion,tipo_producto,costo,pvp,stock,stock_previo,imagen,fecha_caducidad,control_fecha_caducidad,vendible,visible,descuento,estado,fecha_registro,categoria_id,ice_id,iva_id,presentacion_id,ubicacion_id,utilidad,codigo_principal,costo_utilidad,ubicacion_texto
1092,IVA 12 %,LAVADO COMPLETO MITSUBISHI MONTERO 5P 3.8TA,Desconocido,Desconocido,2,7.77,10.0,0,0,,2022-04-20,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-20 18:59:47.821011,10,Desconocido,1,3.9478260869565216,23.27777777777778,15.0,Desconocido,8.9355,Ubicación no definida
1093,IVA 15 %,KENDALL  20W50 GALON GT1 HP TI SEMISYN API SN31,Desconocido,Desconocido,1,19.5,27.5,0,0,,2022-04-22,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-22 18:59:12.281689,12,Desconocido,1,3.9478260869565216,23.27777777777778,22.63,1081207,23.9128,Ubicación no definida
1094,IVA 15 %,AMALIE 10W30  SYNTHETIC BLEND SN SMCF LITRO,Desconocido,Desconocido,1,4.1283,7.5,3,0,,2022-04-22,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-22 18:59:12.298043,3,Desconocido,1,6.0,23.27777777777778,57.98,10AM010031,6.5219,Ubicación no definida
1095,IVA 12 %,FREEZETONE VERDE 14  AMERICANO,Desconocido,Desconocido,1,0.0,0.0,0,0,,2022-04-22,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-22 18:59:12.313346,12,Desconocido,1,3.9478260869565216,23.27777777777778,0.0,081905415083,0.0,Ubicación no definida
1096,IVA 12 %,ADVANCE AA7617 CHEVROLET VITARA 5PTS INY  PANEL  RECTANGULAR PEQUENO,Desconocido,Desconocido,1,4.52,7.0,1,0,,2022-04-22,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-22 18:59:12.325312,12,Desconocido,1,3.9478260869565216,23.27777777777778,38.27,20GE027617,6.2498,Ubicación no definida
1098,IVA 12 %,AMB ARBOLITO AMERICANO EEUU VAINILLA UNIDAD 124,Desconocido,Desconocido,1,1.12,1.5,0,0,,2022-04-22,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-22 18:59:12.348863,12,Desconocido,1,3.9478260869565216,23.27777777777778,19.58,0076171109453,1.3393,Ubicación no definida
1099,IVA 12 %,AREON PERFUME 35ML NEW CAR  CAJA X 12 UNIDADES  72 PCS EN CARTON  ARAPC11,Desconocido,Desconocido,1,0.0,0.0,0,0,,2022-04-22,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-22 18:59:12.360633,12,Desconocido,1,3.9478260869565216,23.27777777777778,0.0,3800034966290,0.0,Ubicación no definida
1100,IVA 12 %,OT511TRATAMIENTO ACEITE ABRO PREMIUN   15 ONZAS,Desconocido,Desconocido,1,0.0,0.0,0,0,,2022-04-22,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-22 18:59:12.369996,12,Desconocido,1,3.9478260869565216,23.27777777777778,0.0,790920015054,0.0,Ubicación no definida
1101,IVA 12 %,ADVANCE AA5903 TOYOTA HI LUX 25 27  MAZDA BT50 DIESEL CRDI 25 JAC T6 28,Desconocido,Desconocido,1,7.5968,10.5,0,0,,2022-04-22,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-22 19:16:51.225204,2,Desconocido,1,3.9478260869565216,23.27777777777778,23.41,20GE025903,9.3752,Ubicación no definida
1102,IVA 12 %,LAVADO COMPLETO TOYOTA HILUX 2.7W,Desconocido,Desconocido,2,7.77,10.0,0,0,,2022-04-22,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-22 19:40:48.554673,10,Desconocido,1,3.9478260869565216,23.27777777777778,14.91,Desconocido,8.9285,Ubicación no definida
1103,IVA 15 %,ADVANCE AFP1020 MISTSUBISHI CANTER 35INTERCOOLER HDHYUNDAI HD72 FC1020 FC352,Desconocido,Desconocido,1,2.7155,4.5,2,0,,2022-04-23,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-23 09:44:14.684173,2,Desconocido,1,3.9478260869565216,23.27777777777778,44.1,AFP1020,3.913,Ubicación no definida
1104,IVA 12 %,CA410FEXTRAGUARD  TOYOTA ATOUT 20002200 LAND CRUCER,Desconocido,Desconocido,1,5.53,9.0,0,0,,2022-04-23,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-23 09:44:14.694642,12,Desconocido,1,3.9478260869565216,23.27777777777778,45.31,CA410,8.0356,Ubicación no definida
1105,IVA 12 %,ADVANCE AFP513 TOYOTA HILUX 24 STOUT II,Desconocido,Desconocido,1,4.6935,7.0,0,0,,2022-04-23,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-23 09:44:14.702513,2,Desconocido,1,3.9478260869565216,23.27777777777778,33.16,AFP513,6.2499,Ubicación no definida
1106,IVA 12 %,AF370F SHOGUN AF TYT TERCEL,Desconocido,Desconocido,1,3.58,6.5,0,0,,2022-04-23,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-23 09:44:14.711311,12,Desconocido,1,3.9478260869565216,23.27777777777778,62.11,af370sh,5.8035,Ubicación no definida
1107,IVA 12 %,AMALIE 40 HEAVY DUTY SN PLUS SN SMCF QUARTO,Desconocido,Desconocido,1,3.75,6.0,3,0,,2022-04-23,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-23 09:44:14.721053,12,Desconocido,1,3.9478260869565216,23.27777777777778,42.86,657699610463,5.3572,Ubicación no definida
1108,IVA 12 %,ADVANCE AA10910 MISTSUBISHI OUTLANDER ASX 20162018 OEM MR 968274,Desconocido,Desconocido,1,7.59,11.0,1,0,,2022-04-23,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-23 09:44:14.730289,12,Desconocido,1,3.9478260869565216,23.27777777777778,29.4,20GE10910,9.8215,Ubicación no definida
1109,IVA 12 %,ADVANCE AFE268 TOYOTA HILUX 27 DIESEL MITSUBISHI L200  CHEVROLET DMAX DIESEL 2019,Desconocido,Desconocido,1,4.1044,6.0,0,0,,2022-04-23,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-23 09:44:14.739183,2,Desconocido,1,3.9478260869565216,23.27777777777778,30.52,AFE268,5.3571,Ubicación no definida
1110,IVA 12 %,PASTILLA DE FRENO PREMIUM SEMI - METALLIC IMFRISA BT-50 4X4,8970000335797,Desconocido,1,25.15,33.8,0,0,,2022-04-27,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-27 11:38:38.520493,12,Desconocido,1,1.0,23.27777777777778,20.0,Desconocido,30.18,Ubicación no definida
1111,IVA 12 %,"FILTRO DE AIRE FILTECC CHEVROLET GRAND VITARA 3, 5 PUETRAS 1970",Desconocido,Desconocido,1,3.29,6.0,0,0,,2022-04-27,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-27 19:11:53.509652,2,Desconocido,1,1.0,23.27777777777778,62.83,Desconocido,5.3571,Ubicación no definida
1112,IVA 12 %,FILTRO DE ACETE FRAM PH-2,Desconocido,Desconocido,1,2.84,5.0,0,0,,2022-04-28,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-28 09:17:43.499195,2,Desconocido,1,1.0,23.27777777777778,57.19,Desconocido,4.4642,Ubicación no definida
1113,IVA 12 %,ACEDELCO ATF TYPE III,52135407,Desconocido,1,4.29,6.0,0,0,,2022-04-28,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-28 09:45:42.782479,3,Desconocido,1,6.0,23.27777777777778,25.0,Desconocido,5.3625,Ubicación no definida
1114,IVA 15 %,"MOBIL SUPER 1000 20W50 API SN, SM, SL GALON",7751673000363,Desconocido,1,16.22,25.0,1,0,,2022-04-28,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-28 20:01:53.526032,3,Desconocido,1,8.0,23.27777777777778,34.03,T601383,21.7397,Ubicación no definida
1115,IVA 12 %,"MOBIL SUPER 1000 20W50 API SN, SM, SL LITROS",7751673000356,Desconocido,1,4.5,6.5,0,0,,2022-04-28,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-28 20:06:28.129233,3,Desconocido,1,6.0,23.27777777777778,28.97,98466N,5.8037,Ubicación no definida
1116,IVA 12 %,25W60 SN LITRO CASTROL GTX ALTO KILOMETRAJE GASOLINA,7861023601727,Desconocido,1,4.53,6.5,1,0,,2022-04-29,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-29 19:01:49.987286,3,Desconocido,1,8.0,23.27777777777778,28.11,CL-25W60L,5.8034,Ubicación no definida
1117,IVA 12 %,TOP 1 HP 20 W 50 SEMISINTETICO GALON,Desconocido,Desconocido,1,16.32,25.0,13,0,,2022-04-29,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-29 20:01:10.282901,3,Desconocido,1,6.0,23.27777777777778,36.77,Desconocido,22.3209,Ubicación no definida
1118,IVA 12 %,TOP ONE 20W50 1/4 SEMI SINTETICO,Desconocido,Desconocido,1,4.46,7.0,13,0,,2022-04-29,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-29 20:32:31.021298,3,Desconocido,1,3.9478260869565216,23.27777777777778,40.13,TOP0005,6.2498,Ubicación no definida
1119,IVA 12 %,"SAMURY AIRE SA6664 VITARA,3P INYECCION",Desconocido,Desconocido,1,4.46,7.0,1,0,,2022-04-29,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-29 20:32:31.033064,12,Desconocido,1,3.9478260869565216,23.27777777777778,40.13,SAM6664,6.2498,Ubicación no definida
1120,IVA 12 %,NOVA AIRE 28113-08000 TUCSON 2010 /ULT7058,Desconocido,Desconocido,1,0.0,0.0,0,0,,2022-04-29,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-29 20:32:31.043296,12,Desconocido,1,3.9478260869565216,23.27777777777778,0.0,NOVA0068,0.0,Ubicación no definida
1121,IVA 12 %,SHOGUN AIRE AF7833 MONTERO V6 3.0 INY/HAVAL H3,Desconocido,Desconocido,1,4.68,7.0,0,0,,2022-04-29,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-29 20:32:31.053869,12,Desconocido,1,3.9478260869565216,23.27777777777778,33.55,SHO7833,6.2501,Ubicación no definida
1122,IVA 12 %,"NOVA AIRE 897035303-0 CHE LUV 2.2 INY, RODEO 3.2, LUV 2300 CAMIONETA 3.2 /REC010006F",Desconocido,Desconocido,1,3.43,7.0,0,0,,2022-04-29,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-29 20:32:31.064323,12,Desconocido,1,3.9478260869565216,23.27777777777778,82.22,NOVA0065,6.2501,Ubicación no definida
1124,IVA 12 %,REDFIL ACEITE 8-97309927-0 DMAX 2.5-3.05 /1539,Desconocido,Desconocido,1,0.0,0.0,0,0,,2022-04-29,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-29 20:32:31.084046,12,Desconocido,1,3.9478260869565216,23.27777777777778,0.0,RED1539,0.0,Ubicación no definida
1125,IVA 12 %,"ACDELCO BUJIA MR43XLS (BPR5EY) CORSA, AVEO, DMAX",Desconocido,Desconocido,1,1.32,2.75,0,0,,2022-04-30,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-30 20:17:24.979495,12,Desconocido,1,1.0,23.27777777777778,86.01,ACDMR43XLS,2.4553,Ubicación no definida
1126,IVA 12 %,"ACDELCO BUJIA MFR3LS (BKR5E) NISS FRONTIER, BT50, M. 2200, HIUX",Desconocido,Desconocido,1,1.41,2.75,0,0,,2022-04-30,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-30 20:17:24.991890,12,Desconocido,1,1.0,23.27777777777778,74.14,ACDMFR3LS,2.4554,Ubicación no definida
1127,IVA 15 %,ACDELCO 20W50 GL,Desconocido,Desconocido,1,15.975,24.0,0,0,,2022-04-30,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-30 20:17:25.001805,3,Desconocido,1,3.9478260869565216,23.27777777777778,30.64,ACD0001,20.8697,Ubicación no definida
1128,IVA 15 %,ACDELCO 20W50 1/4,Desconocido,Desconocido,1,4.2591,6.5,0,0,,2022-04-30,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-30 20:17:25.013286,3,Desconocido,1,3.9478260869565216,23.27777777777778,32.71,ACD0003,5.6523,Ubicación no definida
1129,IVA 12 %,ACDELCO 10W30 GL,Desconocido,Desconocido,1,0.0,0.0,0,0,,2022-04-30,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-30 20:17:25.023053,12,Desconocido,1,3.9478260869565216,23.27777777777778,0.0,ACD0010,0.0,Ubicación no definida
1131,IVA 12 %,LUBETEK SAE 140 GL MINERAL GL4,Desconocido,Desconocido,1,0.0,0.0,0,0,,2022-04-30,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-30 20:17:25.046861,12,Desconocido,1,3.9478260869565216,23.27777777777778,0.0,LUB0007,0.0,Ubicación no definida
1132,IVA 12 %,LUBETEK SAE 90 GL MINERAL GL4,Desconocido,Desconocido,1,0.0,0.0,0,0,,2022-04-30,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-30 20:17:25.059251,12,Desconocido,1,3.9478260869565216,23.27777777777778,0.0,LUB0004,0.0,Ubicación no definida
1133,IVA 12 %,ACDELCO 10W30 1/4,Desconocido,Desconocido,1,3.45,5.0,0,0,,2022-04-30,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-30 20:17:25.073617,12,Desconocido,1,3.9478260869565216,23.27777777777778,29.4,ACD0007,4.4643,Ubicación no definida
1134,IVA 12 %,MOBIL DELVAC SAE 25W50 API CF-4 DIESEL GALON,Desconocido,Desconocido,1,13.74,20.0,0,0,,2022-04-30,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-30 20:41:28.927008,3,Desconocido,1,8.0,23.27777777777778,30.0,Desconocido,17.862,Ubicación no definida
1135,IVA 12 %,ACEITE ENI ISIGMA PLUS 25W60 LITRO,Desconocido,Desconocido,1,3.23,4.7,0,0,,2022-04-30,1970-01-01 00:00:00.000000000,1,0,0,1,2022-04-30 20:52:32.140538,3,Desconocido,1,6.0,23.27777777777778,30.0,Desconocido,4.199,Ubicación no definida
1136,IVA 12 %,ACEITE ENI ISIGMA PLUS 25W60 LITROS,Desconocido,Desconocido,1,3.23,4.7,6,0,,2022-05-02,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-02 17:15:21.651400,3,Desconocido,1,6.0,23.27777777777778,30.0,Desconocido,4.199,Ubicación no definida
1137,IVA 15 %,"ADVANCE AO-7317 GREAT WALL VOOLEX, KIA, NISSAN FRONTIER, MISTUB",7862125910199,Desconocido,1,1.2,3.0,0,0,,2022-05-03,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-03 13:44:03.518897,2,Desconocido,1,1.0,23.27777777777778,117.39,Desconocido,2.6087,Ubicación no definida
1138,IVA 12 %,ENGRASADO HINO GH,Desconocido,Desconocido,2,3.43,5.0,0,0,,2022-05-04,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-04 11:58:03.722613,8,Desconocido,1,3.9478260869565216,23.27777777777778,30.0,Desconocido,4.459,Ubicación no definida
1139,IVA 12 %,ENGRASADO HINO CITY,Desconocido,Desconocido,2,1.72,2.5,0,0,,2022-05-04,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-04 13:17:44.859043,8,Desconocido,1,3.9478260869565216,23.27777777777778,29.78,Desconocido,2.2322,Ubicación no definida
1140,IVA 12 %,ENGRASADO HINO GD,Desconocido,Desconocido,2,2.4,3.5,0,0,,2022-05-04,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-04 19:23:59.026785,8,Desconocido,1,3.9478260869565216,23.27777777777778,30.21,Desconocido,3.125,Ubicación no definida
1141,IVA 12 %,FIL. GAS. SHOGUN 660-KR EN V,Desconocido,Desconocido,1,1.25,2.0,1,0,,2022-05-07,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-07 17:36:15.024040,2,Desconocido,1,1.0,23.27777777777778,42.86,Desconocido,1.7858,Ubicación no definida
1142,IVA 12 %,LUBRISTONE CONCENTRADO LIMPIA PARABRISAS,Desconocido,Desconocido,1,0.71,1.0,0,0,,2022-05-07,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-07 18:15:37.911951,6,Desconocido,1,3.0,23.27777777777778,25.0,Desconocido,0.8875,Ubicación no definida
1143,IVA 12 %,ADVANCE AAK-102 FULL SERVICE KIT AA-1325 + AA,Desconocido,Desconocido,1,22.74,38.0,0,0,,2022-05-07,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-07 19:50:14.901940,2,Desconocido,1,1.0,23.27777777777778,49.2,Desconocido,33.9281,Ubicación no definida
1144,IVA 12 %,FIL. GAS. SKYFIL  P/N: SK-FRL-001 NISSAN FRONTIER,Desconocido,Desconocido,1,3.0,5.0,0,0,,2022-05-11,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-11 19:05:49.358497,2,Desconocido,1,3.9478260869565216,23.27777777777778,48.81,Desconocido,4.4643,Ubicación no definida
1145,IVA 12 %,TOP 1 HI-TEMP GREASE SINTHETIC BLEND LITHIUM COMPLEX  AZUL LIBRA,Desconocido,Desconocido,1,3.26,4.75,0,0,,2022-05-12,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-12 19:24:04.252383,8,Desconocido,1,11.0,23.27777777777778,30.0,Desconocido,4.238,Ubicación no definida
1146,IVA 15 %,"FILTRO DE ACEITE REDFIL PH 966B VITARA, GRAN VITARA, SUZUKI, FORZA",Desconocido,Desconocido,1,0.75,3.0,21,0,,2022-05-12,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-12 20:15:40.873710,2,Desconocido,1,1.0,23.27777777777778,247.83,Desconocido,2.6087,Ubicación no definida
1147,IVA 15 %,"FILTRO DE ACEITE REDFIL PH3593AH DIMAX, MITSUBISHI MONTERO, MAZDA",7861035407416,Desconocido,1,0.75,3.0,50,0,,2022-05-12,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-12 20:30:32.104997,2,Desconocido,1,1.0,43.0,247.83,Desconocido,2.6087,PERCHA MADERA 2_08
1148,IVA 12 %,LAVADO COMPLETO MAZDA BT50,Desconocido,Desconocido,2,6.87,11.2,0,0,,2022-05-13,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-13 18:25:33.329195,10,Desconocido,1,3.9478260869565216,23.27777777777778,45.56,Desconocido,10.0,Ubicación no definida
1149,IVA 12 %,"FIL. ACE. SHOGUN PH4967  GRAND VITARA SZ, SPARK",Desconocido,Desconocido,1,1.82,3.0,0,0,,2022-05-14,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-14 18:48:04.474860,2,Desconocido,1,1.0,23.27777777777778,47.17,Desconocido,2.6785,Ubicación no definida
1150,IVA 12 %,FIL. ACE. SHOGUN RB187C,Desconocido,Desconocido,1,3.57,5.75,0,0,,2022-05-14,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-14 18:54:12.825359,2,Desconocido,1,1.0,23.27777777777778,43.81,Desconocido,5.134,Ubicación no definida
1151,IVA 12 %,FIL. ACE. SHOGUN SH8A,Desconocido,Desconocido,1,3.13,4.5,0,0,,2022-05-14,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-14 19:07:35.149116,2,Desconocido,1,1.0,23.27777777777778,28.37,Desconocido,4.018,Ubicación no definida
1152,IVA 12 %,"FIL. ACE. SHOGUN SH-2862 CORSA, DIMAX, AVEO LUV",Desconocido,Desconocido,1,1.82,3.0,0,0,,2022-05-14,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-14 19:13:44.215115,2,Desconocido,1,1.0,23.27777777777778,47.17,Desconocido,2.6785,Ubicación no definida
1153,IVA 12 %,AREON MON DISPLAY 72 PCS  MIX OF FRAGRANCES  15 DISPLAYS EN CARTON  ARPACKMA72,Desconocido,Desconocido,1,0.5936,1.0,0,0,,2022-05-16,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-16 13:01:00.058879,7,Desconocido,1,3.9478260869565216,23.27777777777778,50.42,ARPACKMA72,0.8929,Ubicación no definida
1154,IVA 12 %,LIMPIADOR DE MANOS ORANGE GOOP ,Desconocido,Desconocido,1,0.0,0.0,0,0,,2022-05-16,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-16 13:01:00.075530,12,Desconocido,1,3.9478260869565216,23.27777777777778,0.0,041251005468,0.0,Ubicación no definida
1155,IVA 12 %,TARJETA DE CAMBIO COLGANTE AMALIE,Desconocido,Desconocido,1,0.0,0.0,0,0,,2022-05-16,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-16 13:01:00.086765,12,Desconocido,1,3.9478260869565216,23.27777777777778,0.0,COLGANTEAMALIE,0.0,Ubicación no definida
1156,IVA 12 %,FRL119F ALG 7095 FORZA II 13 FUEL INYECCION,Desconocido,Desconocido,1,3.36,6.0,0,0,,2022-05-16,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-16 13:22:00.951009,12,Desconocido,1,3.9478260869565216,23.27777777777778,59.44,20FG020119,5.3572,Ubicación no definida
1157,IVA 12 %,"PREMIUM FILTERS AIP-503 CHEVROLET SWFT. SPRINT, FORSA 1.3 INYECCION/SHOGUN AF-415",Desconocido,Desconocido,1,4.9,7.0,0,0,,2022-05-16,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-16 17:06:40.614495,2,Desconocido,1,1.0,23.27777777777778,27.55,PREAIP503,6.25,Ubicación no definida
1158,IVA 12 %,SKYFIL COMBUSTIBLE FRL119 FORZA II INY,Desconocido,Desconocido,1,3.65,6.0,0,0,,2022-05-16,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-16 17:16:52.704948,12,Desconocido,1,3.9478260869565216,23.27777777777778,46.77,SKY119,5.3571,Ubicación no definida
1161,IVA 12 %,ACEITE MOTOREX 80W90 GEAR EP GL-4 LITROS,Desconocido,Desconocido,1,3.61,5.5,0,0,,2022-07-27,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-16 17:31:29.257548,3,Desconocido,1,6.0,23.27777777777778,36.03,Desconocido,4.9107,Ubicación no definida
1162,IVA 12 %,MOTOREX 75W85 GEAR EP GL-5 LITROS,Desconocido,Desconocido,1,3.78,5.5,0,0,,2022-05-16,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-16 17:33:59.149519,3,Desconocido,1,3.9478260869565216,23.27777777777778,29.91,Desconocido,4.9106,Ubicación no definida
1163,IVA 12 %,SAKURA AIRE A1088 MSB CANTER HD/P500191/AF27690 / OROCA2026,Desconocido,Desconocido,1,13.59,20.0,0,0,,2022-05-16,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-16 17:46:11.842748,2,Desconocido,1,1.0,23.27777777777778,31.4,SAKA1088,17.8573,Ubicación no definida
1164,IVA 12 %,FUEL FILTER SF1507 HINO DUTRO,Desconocido,Desconocido,1,2.75,4.0,0,0,,2022-05-16,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-16 19:04:47.058645,2,Desconocido,1,1.0,23.27777777777778,29.87,Desconocido,3.5714,Ubicación no definida
1165,IVA 12 %,LAVADO COMPLETO CAMIONETA D-MAX 4X4,Desconocido,Desconocido,2,7.69,11.2,0,0,,2022-05-18,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-18 09:30:23.319736,10,Desconocido,1,3.9478260869565216,23.27777777777778,30.0,Desconocido,9.997,Ubicación no definida
1166,IVA 12 %,LAVADO COMPLETO AMBULANCIA MERCEDEZ BENZ,Desconocido,Desconocido,2,7.69,11.2,0,0,,2022-05-18,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-18 09:36:44.860248,10,Desconocido,1,3.9478260869565216,23.27777777777778,30.0,Desconocido,9.997,Ubicación no definida
1167,IVA 12 %,MANO DE OBRA CAMBIO DE ACEITE MOTOR CHEVROLET D-MAX,Desconocido,Desconocido,2,2.4,3.5,0,0,,2022-05-18,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-18 10:15:07.807162,13,Desconocido,1,3.9478260869565216,23.27777777777778,30.0,Desconocido,3.12,Ubicación no definida
1168,IVA 12 %,MANO DE OBRA CAMBIO DE PASTILLAS CHEVROLET D-DIMAX,Desconocido,Desconocido,2,1.72,2.5,0,0,,2022-05-18,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-18 11:43:20.605472,13,Desconocido,1,3.9478260869565216,23.27777777777778,30.0,Desconocido,2.236,Ubicación no definida
1169,IVA 12 %,MANO DE OBRA DE CAMBIO DE FILTRO DE DIESEL CHEVROLET D-MAX,Desconocido,Desconocido,2,1.03,1.5,0,0,,2022-05-18,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-18 11:45:29.161691,13,Desconocido,1,3.9478260869565216,23.27777777777778,30.0,Desconocido,1.339,Ubicación no definida
1170,IVA 12 %,AMBIENTAL AREON HOJITA,Desconocido,Desconocido,1,0.52,1.0,0,0,,2022-05-18,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-18 18:29:32.495600,1,Desconocido,1,3.0,23.27777777777778,71.7,Desconocido,0.8928,Ubicación no definida
1171,IVA 12 %,AMBIENTAL AMERICANO ARBOLITO,Desconocido,Desconocido,1,1.12,1.5,17,0,,2022-05-18,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-18 18:32:25.538825,1,Desconocido,1,3.0,23.27777777777778,19.58,Desconocido,1.3393,Ubicación no definida
1172,IVA 12 %,FIL. ACE. ADVANCE AO3593,Desconocido,Desconocido,1,1.5,3.0,0,0,,2022-05-26,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-26 15:01:42.956787,2,Desconocido,1,1.0,23.27777777777778,78.57,Desconocido,2.6786,Ubicación no definida
1173,IVA 12 %,LAVADO COMPLETO MITSUBISHI MONTERO 3P,Desconocido,Desconocido,2,6.0,10.0,0,0,,2022-05-28,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-28 18:31:34.458648,10,Desconocido,1,3.9478260869565216,23.27777777777778,48.81,Desconocido,8.9286,Ubicación no definida
1174,IVA 12 %,FIL. GAS. SKYFIL P/N: SK-FRL-279 MISUBISHI MONTERO,Desconocido,Desconocido,1,3.75,7.0,0,0,,2022-05-28,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-28 18:46:04.484625,2,Desconocido,1,1.0,23.27777777777778,66.67,Desconocido,6.2501,Ubicación no definida
1175,IVA 15 %,"FIL. DIE. SAKURA S/F FC-1001 CHEV. NLR, NPR",Desconocido,Desconocido,1,3.5,6.0,0,0,,2022-05-28,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-28 19:09:54.694156,2,Desconocido,1,1.0,23.27777777777778,49.07,Desconocido,5.2174,Ubicación no definida
1176,IVA 12 %,PASTILLAS DE FRENO TOKY CARBON ALTO RENDIMENTO CHEV. D-MAX 2009-2020,Desconocido,Desconocido,1,17.17,25.0,0,0,,2022-05-31,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-31 18:55:17.826777,14,Desconocido,1,1.0,23.27777777777778,30.0,MD1677,22.321,Ubicación no definida
1177,IVA 12 %,LAVADO COMPLETO CHEROLET D-MAX,Desconocido,Desconocido,2,7.0,10.0,0,0,,2022-05-31,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-31 20:11:41.373222,10,Desconocido,1,3.9478260869565216,23.27777777777778,27.55,Desconocido,8.9285,Ubicación no definida
1178,IVA 12 %,FIL. AIR. REDFIL 8-971778609-0 CHEVROLET D-MAX 2007,Desconocido,Desconocido,1,4.96,7.5,0,0,,2022-05-31,1970-01-01 00:00:00.000000000,1,0,0,1,2022-05-31 20:18:18.521442,2,Desconocido,1,1.0,23.27777777777778,35.0,Desconocido,6.696,Ubicación no definida
